"","gender.Female","gender.Male","SeniorCitizen.No","SeniorCitizen.Yes","Partner.No","Partner.Yes","Dependents.No","Dependents.Yes","PhoneService.No","PhoneService.Yes","MultipleLines.No","MultipleLines.Yes","InternetService.DSL","InternetService.Fiber.optic","InternetService.No","OnlineSecurity.No","OnlineSecurity.Yes","OnlineBackup.No","OnlineBackup.Yes","DeviceProtection.No","DeviceProtection.Yes","TechSupport.No","TechSupport.Yes","StreamingTV.No","StreamingTV.Yes","StreamingMovies.No","StreamingMovies.Yes","Contract.Month.to.month","Contract.One.year","Contract.Two.year","PaperlessBilling.No","PaperlessBilling.Yes","PaymentMethod.Bank.transfer..automatic.","PaymentMethod.Credit.card..automatic.","PaymentMethod.Electronic.check","PaymentMethod.Mailed.check","MonthlyCharges","TotalCharges","tenure_group...60.Month","tenure_group.0.12.Month","tenure_group.12.24.Month","tenure_group.24.48.Month","tenure_group.48.60.Month","Churn"
"134",0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,35.45,35.45,0,1,0,0,0,"Yes"
"135",0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,44.35,81.25,0,1,0,0,0,"Yes"
"136",1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,25.7,1188.2,0,0,0,1,0,"No"
"137",1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,75,1778.5,0,0,1,0,0,"No"
"138",1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,20.2,1277.75,1,0,0,0,0,"No"
"139",0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,19.6,1170.55,0,0,0,0,1,"No"
"140",1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,70.45,70.45,0,1,0,0,0,"Yes"
"141",1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,88.05,6425.65,1,0,0,0,0,"No"
"142",1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,71.15,563.65,0,1,0,0,0,"Yes"
"143",1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,101.05,5971.25,1,0,0,0,0,"No"
"144",0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,84.3,5289.05,1,0,0,0,0,"No"
"145",0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,23.95,1756.2,1,0,0,0,0,"No"
"146",1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,99.05,6416.7,1,0,0,0,0,"No"
"147",0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,19.6,61.35,0,1,0,0,0,"No"
"148",0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,45.65,45.65,0,1,0,0,0,"Yes"
"149",0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,64.5,1929.95,0,0,0,1,0,"No"
"150",0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,69.5,1071.4,0,0,1,0,0,"No"
"151",1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,68.55,564.35,0,1,0,0,0,"No"
"152",0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,95,655.5,0,1,0,0,0,"Yes"
"153",1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,108.15,7930.55,1,0,0,0,0,"No"
"154",0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,86.1,5215.25,1,0,0,0,0,"No"
"155",1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,19.7,113.5,0,1,0,0,0,"No"
"156",1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,80.9,1152.8,0,0,1,0,0,"No"
"157",1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,84.15,1821.95,0,0,1,0,0,"No"
"158",0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,20.15,419.9,0,0,1,0,0,"No"
"159",0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,64.25,1024,0,0,1,0,0,"No"
"160",0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,25.7,251.6,0,1,0,0,0,"No"
"161",1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,56,764.55,0,0,1,0,0,"No"
"162",1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,82.4,1592.35,0,0,1,0,0,"Yes"
"163",1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,69.7,135.2,0,1,0,0,0,"No"
"164",0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,73.9,3958.25,0,0,0,0,1,"No"
"165",1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,20.6,233.9,0,1,0,0,0,"No"
"166",0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,19.9,1363.45,1,0,0,0,0,"No"
"167",1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,70.9,273,0,1,0,0,0,"Yes"
"168",0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,89.05,6254.45,1,0,0,0,0,"No"
"169",0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,45.3,2651.2,0,0,0,0,1,"Yes"
"170",1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,20.4,321.4,0,0,1,0,0,"No"
"171",0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,84.25,3539.25,0,0,0,1,0,"No"
"172",1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,104.4,242.8,0,1,0,0,0,"Yes"
"173",0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,81.95,1181.75,0,0,1,0,0,"No"
"174",1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,94.85,5000.2,0,0,0,0,1,"Yes"
"175",1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,20.55,654.55,0,0,0,1,0,"No"
"176",1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,24.7,780.2,0,0,0,1,0,"No"
"177",1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,74.45,1145.7,0,0,1,0,0,"Yes"
"178",1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,76.45,503.6,0,1,0,0,0,"Yes"
"179",1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,105.35,1559.25,0,0,1,0,0,"No"
"180",0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,20.55,1252,1,0,0,0,0,"No"
"181",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,29.95,29.95,0,1,0,0,0,"Yes"
"182",1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,45.3,45.3,0,1,0,0,0,"No"
"183",0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,84.5,662.65,0,1,0,0,0,"Yes"
"184",0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,74.75,2453.3,0,0,0,1,0,"No"
"185",1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,79.25,1111.65,0,0,1,0,0,"Yes"
"186",1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,24.8,24.8,0,1,0,0,0,"Yes"
"187",0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,51.8,1023.85,0,0,1,0,0,"No"
"188",0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,30.4,82.15,0,1,0,0,0,"No"
"189",1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,19.65,244.8,0,0,1,0,0,"No"
"190",1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,56.6,2379.1,0,0,0,1,0,"No"
"191",0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,71.9,3173.35,0,0,0,1,0,"No"
"192",0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,91,531,0,1,0,0,0,"Yes"
"193",1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,19.75,1375.4,1,0,0,0,0,"No"
"194",1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,109.7,8129.3,1,0,0,0,0,"No"
"195",0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,19.3,1192.7,0,0,0,0,1,"No"
"196",1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,96.55,1901.65,0,0,1,0,0,"No"
"197",0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,24.1,587.4,0,0,1,0,0,"No"
"198",0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,111.35,6519.75,0,0,0,0,1,"No"
"199",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,112.25,8041.65,1,0,0,0,0,"No"
"200",0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,20.75,20.75,0,1,0,0,0,"No"
"201",1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,101.9,2681.15,0,0,0,1,0,"No"
"202",1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,80.05,1112.3,0,0,1,0,0,"No"
"203",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,105.55,7405.5,1,0,0,0,0,"No"
"204",0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,78.3,1033.95,0,0,1,0,0,"No"
"205",0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,68.85,2958.95,0,0,0,1,0,"No"
"206",1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,79.95,2684.85,0,0,0,1,0,"No"
"207",0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,55.45,4179.2,1,0,0,0,0,"No"
"208",0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,79.9,79.9,0,1,0,0,0,"Yes"
"209",1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,106.6,1934.45,0,0,1,0,0,"Yes"
"210",0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,102.45,6654.1,1,0,0,0,0,"No"
"211",0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,46,84.5,0,1,0,0,0,"Yes"
"212",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,25.25,25.25,0,1,0,0,0,"No"
"213",0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,19.75,1124.2,1,0,0,0,0,"No"
"214",1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,20,540.05,0,0,0,1,0,"No"
"215",0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,86.8,1975.85,0,0,1,0,0,"No"
"216",1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,58.75,3437.45,0,0,0,0,1,"No"
"217",0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,45.25,3139.8,1,0,0,0,0,"No"
"218",0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,56.6,3789.2,1,0,0,0,0,"No"
"219",0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,84.2,5324.5,1,0,0,0,0,"No"
"220",1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,80,624.6,0,1,0,0,0,"No"
"221",1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,70.15,268.35,0,1,0,0,0,"Yes"
"222",1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,24.75,1836.9,1,0,0,0,0,"No"
"223",0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,20.2,20.2,0,1,0,0,0,"No"
"224",0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,50.05,179.35,0,1,0,0,0,"Yes"
"225",1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,19.35,219.35,0,1,0,0,0,"No"
"226",0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,50.6,1288.75,0,0,1,0,0,"No"
"227",1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,81.15,2545.75,0,0,0,1,0,"No"
"228",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,55.2,55.2,0,1,0,0,0,"Yes"
"229",0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,89.9,2723.15,0,0,0,1,0,"No"
"230",1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,85.3,4107.25,0,0,0,1,0,"No"
"231",0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,108,5760.65,0,0,0,0,1,"No"
"232",0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,93.5,4747.5,0,0,0,0,1,"No"
"233",0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,84.6,84.6,0,1,0,0,0,"Yes"
"234",1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,20.25,1566.9,1,0,0,0,0,"No"
"235",1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,25.15,702,0,0,0,1,0,"No"
"236",0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,54.4,114.1,0,1,0,0,0,"Yes"
"237",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,29.6,299.05,0,1,0,0,0,"No"
"238",0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,73.15,1305.95,0,0,1,0,0,"No"
"239",1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,95,1120.3,0,1,0,0,0,"Yes"
"240",0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,19.75,284.35,0,0,1,0,0,"No"
"241",1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,86.6,6350.5,1,0,0,0,0,"No"
"242",0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,109.2,7878.3,1,0,0,0,0,"No"
"243",1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,74.7,3187.65,0,0,0,1,0,"No"
"244",1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,94.4,6126.15,1,0,0,0,0,"No"
"245",1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,54.8,731.3,0,0,1,0,0,"No"
"246",0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,75.35,273.4,0,1,0,0,0,"No"
"247",0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,65,2531.8,0,0,0,1,0,"No"
"248",0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,74.4,1074.3,0,0,1,0,0,"Yes"
"249",0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,48.55,48.55,0,1,0,0,0,"Yes"
"250",0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,99,4298.45,0,0,0,1,0,"No"
"251",1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,93.5,4619.55,0,0,0,0,1,"No"
"252",1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,70.4,147.15,0,1,0,0,0,"Yes"
"253",0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,40.2,40.2,0,1,0,0,0,"Yes"
"254",0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,83.7,2633.3,0,0,0,1,0,"No"
"255",0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,19.85,193.05,0,1,0,0,0,"No"
"256",1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,59.55,4103.9,1,0,0,0,0,"No"
"257",1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,115.1,7008.15,1,0,0,0,0,"No"
"258",0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,114.35,5791.1,0,0,0,0,1,"No"
"259",1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,44.6,80.55,0,1,0,0,0,"Yes"
"260",1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,45,1228.65,0,0,0,1,0,"No"
"261",0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,41.15,132.2,0,1,0,0,0,"Yes"
"262",0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,106.9,1364.3,0,0,1,0,0,"Yes"
"263",0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,89.85,4925.35,0,0,0,0,1,"No"
"264",1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,49.85,1520.1,0,0,0,1,0,"No"
"265",1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,113.3,5032.25,0,0,0,1,0,"No"
"266",1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,88.1,5526.75,1,0,0,0,0,"No"
"267",0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,24.9,1195.25,0,0,0,0,1,"No"
"268",1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,105,2007.25,0,0,1,0,0,"No"
"269",0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,19.35,1099.6,0,0,0,0,1,"Yes"
"270",1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,24.25,1732.95,1,0,0,0,0,"No"
"271",1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,94.45,1511.2,0,0,1,0,0,"Yes"
